#taskLabel	taskNamespace	runState	errorCode	runStateUpdateTime
getChromDepth_sample000_estimateChromDepth_014_chr14_KI270726v1_random		complete	0	2026-04-16T01:43:58.601176Z
getChromDepth_sample000_estimateChromDepth_015_chr15		complete	0	2026-04-16T01:44:03.202451Z
getChromDepth_sample000_estimateChromDepth_016_chr15_KI270727v1_random		complete	0	2026-04-16T01:44:04.213399Z
getChromDepth_sample000_estimateChromDepth_017_chr16		complete	0	2026-04-16T01:43:48.970463Z
getChromDepth_sample000_estimateChromDepth_018_chr16_KI270728v1_random		complete	0	2026-04-16T01:43:54.273432Z
getChromDepth_sample000_estimateChromDepth_019_chr17		complete	0	2026-04-16T01:44:00.097560Z
getChromDepth_sample000_estimateChromDepth_020_chr17_GL000205v2_random		complete	0	2026-04-16T01:43:57.806028Z
getChromDepth_sample000_estimateChromDepth_021_chr17_KI270729v1_random		complete	0	2026-04-16T01:43:59.016159Z
getChromDepth_sample000_estimateChromDepth_022_chr17_KI270730v1_random		complete	0	2026-04-16T01:44:00.330773Z
getChromDepth_sample000_estimateChromDepth_023_chr18		complete	0	2026-04-16T01:44:04.003557Z
getChromDepth_sample000_estimateChromDepth_024_chr19		complete	0	2026-04-16T01:43:49.811717Z
getChromDepth_sample000_estimateChromDepth_025_chr1_KI270706v1_random		complete	0	2026-04-16T01:43:54.432706Z
getChromDepth_sample000_estimateChromDepth_026_chr1_KI270707v1_random_to_027_chr1_KI270708v1_random		complete	0	2026-04-16T01:43:55.623966Z
getChromDepth_sample000_estimateChromDepth_028_chr1_KI270709v1_random_to_030_chr1_KI270711v1_random		complete	0	2026-04-16T01:43:57.433088Z
getChromDepth_sample000_estimateChromDepth_031_chr1_KI270712v1_random		complete	0	2026-04-16T01:43:59.016358Z
getChromDepth_sample000_estimateChromDepth_032_chr1_KI270713v1_random_to_033_chr1_KI270714v1_random		complete	0	2026-04-16T01:43:59.946459Z
getChromDepth_sample000_estimateChromDepth_034_chr2		complete	0	2026-04-16T01:44:12.264864Z
getChromDepth_sample000_estimateChromDepth_035_chr20		complete	0	2026-04-16T01:44:21.294877Z
getChromDepth_sample000_estimateChromDepth_036_chr21		complete	0	2026-04-16T01:43:43.869903Z
getChromDepth_sample000_estimateChromDepth_037_chr22		complete	0	2026-04-16T01:44:19.226344Z
getChromDepth_sample000_estimateChromDepth_038_chr22_KI270731v1_random_to_039_chr22_KI270732v1_random		complete	0	2026-04-16T01:44:28.688334Z
getChromDepth_sample000_estimateChromDepth_040_chr22_KI270733v1_random		complete	0	2026-04-16T01:43:53.753716Z
getChromDepth_sample000_estimateChromDepth_041_chr22_KI270734v1_random		complete	0	2026-04-16T01:44:30.982692Z
getChromDepth_sample000_estimateChromDepth_042_chr22_KI270735v1_random		complete	0	2026-04-16T01:44:15.780323Z
getChromDepth_sample000_estimateChromDepth_043_chr22_KI270736v1_random		complete	0	2026-04-16T01:44:19.566955Z
getChromDepth_sample000_estimateChromDepth_044_chr22_KI270737v1_random		complete	0	2026-04-16T01:44:23.749049Z
getChromDepth_sample000_estimateChromDepth_045_chr22_KI270738v1_random_to_046_chr22_KI270739v1_random		complete	0	2026-04-16T01:44:24.276993Z
getChromDepth_sample000_estimateChromDepth_047_chr2_KI270715v1_random		complete	0	2026-04-16T01:44:08.832797Z
getChromDepth_sample000_estimateChromDepth_048_chr2_KI270716v1_random		complete	0	2026-04-16T01:43:43.900004Z
getChromDepth_sample000_estimateChromDepth_049_chr3		complete	0	2026-04-16T01:44:06.678852Z
getChromDepth_sample000_estimateChromDepth_050_chr3_GL000221v1_random		complete	0	2026-04-16T01:44:15.979654Z
getChromDepth_sample000_estimateChromDepth_051_chr4		complete	0	2026-04-16T01:44:39.804332Z
getChromDepth_sample000_estimateChromDepth_052_chr4_GL000008v2_random		complete	0	2026-04-16T01:44:39.250823Z
getChromDepth_sample000_estimateChromDepth_053_chr5		complete	0	2026-04-16T01:44:44.879218Z
getChromDepth_sample000_estimateChromDepth_054_chr5_GL000208v1_random		complete	0	2026-04-16T01:44:32.208115Z
getChromDepth_sample000_estimateChromDepth_055_chr6		complete	0	2026-04-16T01:44:43.182171Z
getChromDepth_sample000_estimateChromDepth_056_chr7		complete	0	2026-04-16T01:44:37.181894Z
getChromDepth_sample000_estimateChromDepth_057_chr8		complete	0	2026-04-16T01:44:38.385785Z
getChromDepth_sample000_estimateChromDepth_058_chr9		complete	0	2026-04-16T01:44:23.229277Z
getChromDepth_sample000_estimateChromDepth_059_chr9_KI270717v1_random_to_060_chr9_KI270718v1_random		complete	0	2026-04-16T01:44:22.929389Z
getChromDepth_sample000_estimateChromDepth_061_chr9_KI270719v1_random		complete	0	2026-04-16T01:44:26.476288Z
getChromDepth_sample000_estimateChromDepth_062_chr9_KI270720v1_random		complete	0	2026-04-16T01:44:28.819558Z
getChromDepth_sample000_estimateChromDepth_063_chr1_KI270762v1_alt		complete	0	2026-04-16T01:43:42.631033Z
getChromDepth_sample000_estimateChromDepth_064_chr1_KI270766v1_alt		complete	0	2026-04-16T01:44:31.536938Z
getChromDepth_sample000_estimateChromDepth_065_chr1_KI270760v1_alt		complete	0	2026-04-16T01:44:28.170612Z
getChromDepth_sample000_estimateChromDepth_066_chr1_KI270765v1_alt		complete	0	2026-04-16T01:44:19.369792Z
getChromDepth_sample000_estimateChromDepth_067_chr1_GL383518v1_alt		complete	0	2026-04-16T01:44:23.714853Z
getChromDepth_sample000_estimateChromDepth_068_chr1_GL383519v1_alt		complete	0	2026-04-16T01:44:26.640959Z
getChromDepth_sample000_estimateChromDepth_069_chr1_GL383520v2_alt		complete	0	2026-04-16T01:44:25.380964Z
getChromDepth_sample000_estimateChromDepth_070_chr1_KI270764v1_alt		complete	0	2026-04-16T01:44:18.178265Z
getChromDepth_sample000_estimateChromDepth_071_chr1_KI270763v1_alt		complete	0	2026-04-16T01:44:29.152230Z
getChromDepth_sample000_estimateChromDepth_072_chr1_KI270759v1_alt		complete	0	2026-04-16T01:43:55.363585Z
getChromDepth_sample000_estimateChromDepth_073_chr1_KI270761v1_alt		complete	0	2026-04-16T01:44:19.769897Z
getChromDepth_sample000_estimateChromDepth_074_chr2_KI270770v1_alt		complete	0	2026-04-16T01:44:23.782980Z
getChromDepth_sample000_estimateChromDepth_075_chr2_KI270773v1_alt		complete	0	2026-04-16T01:44:13.730717Z
getChromDepth_sample000_estimateChromDepth_076_chr2_KI270774v1_alt		complete	0	2026-04-16T01:44:24.315258Z
getChromDepth_sample000_estimateChromDepth_077_chr2_KI270769v1_alt		complete	0	2026-04-16T01:44:30.750285Z
getChromDepth_sample000_estimateChromDepth_078_chr2_GL383521v1_alt		complete	0	2026-04-16T01:44:00.134610Z
getChromDepth_sample000_estimateChromDepth_079_chr2_KI270772v1_alt		complete	0	2026-04-16T01:44:15.373424Z
getChromDepth_sample000_estimateChromDepth_080_chr2_KI270775v1_alt		complete	0	2026-04-16T01:44:30.851507Z
getChromDepth_sample000_estimateChromDepth_081_chr2_KI270771v1_alt		complete	0	2026-04-16T01:44:17.945521Z
getChromDepth_sample000_estimateChromDepth_082_chr2_KI270768v1_alt		complete	0	2026-04-16T01:44:25.611328Z
getChromDepth_sample000_estimateChromDepth_083_chr2_GL582966v2_alt		complete	0	2026-04-16T01:44:08.060269Z
getChromDepth_sample000_estimateChromDepth_084_chr2_GL383522v1_alt		complete	0	2026-04-16T01:44:23.144963Z
getChromDepth_sample000_estimateChromDepth_085_chr2_KI270776v1_alt		complete	0	2026-04-16T01:44:40.336968Z
getChromDepth_sample000_estimateChromDepth_086_chr2_KI270767v1_alt		complete	0	2026-04-16T01:44:37.535574Z
getChromDepth_sample000_estimateChromDepth_087_chr3_JH636055v2_alt		complete	0	2026-04-16T01:43:42.368404Z
getChromDepth_sample000_estimateChromDepth_088_chr3_KI270783v1_alt		complete	0	2026-04-16T01:44:31.841752Z
getChromDepth_sample000_estimateChromDepth_089_chr3_KI270780v1_alt		complete	0	2026-04-16T01:44:26.133763Z
getChromDepth_sample000_estimateChromDepth_090_chr3_GL383526v1_alt		complete	0	2026-04-16T01:44:30.939474Z
getChromDepth_sample000_estimateChromDepth_091_chr3_KI270777v1_alt		complete	0	2026-04-16T01:44:23.309483Z
getChromDepth_sample000_estimateChromDepth_092_chr3_KI270778v1_alt		complete	0	2026-04-16T01:44:35.986359Z
getChromDepth_sample000_estimateChromDepth_093_chr3_KI270781v1_alt		complete	0	2026-04-16T01:44:42.636413Z
getChromDepth_sample000_estimateChromDepth_094_chr3_KI270779v1_alt		complete	0	2026-04-16T01:44:23.866574Z
getChromDepth_sample000_estimateChromDepth_095_chr3_KI270782v1_alt		complete	0	2026-04-16T01:44:28.513927Z
getChromDepth_sample000_estimateChromDepth_096_chr3_KI270784v1_alt		complete	0	2026-04-16T01:44:18.669447Z
getChromDepth_sample000_estimateChromDepth_097_chr4_KI270790v1_alt		complete	0	2026-04-16T01:44:32.442284Z
getChromDepth_sample000_estimateChromDepth_098_chr4_GL383528v1_alt		complete	0	2026-04-16T01:43:55.205066Z
getChromDepth_sample000_estimateChromDepth_099_chr4_KI270787v1_alt		complete	0	2026-04-16T01:44:40.981471Z
getChromDepth_sample000_estimateChromDepth_100_chr4_GL000257v2_alt		complete	0	2026-04-16T01:44:34.391850Z
getChromDepth_sample000_estimateChromDepth_101_chr4_KI270788v1_alt		complete	0	2026-04-16T01:44:29.623180Z
getChromDepth_sample000_estimateChromDepth_102_chr4_GL383527v1_alt		complete	0	2026-04-16T01:44:39.600701Z
getChromDepth_sample000_estimateChromDepth_103_chr4_KI270785v1_alt		complete	0	2026-04-16T01:44:40.142922Z
getChromDepth_sample000_estimateChromDepth_104_chr4_KI270789v1_alt		complete	0	2026-04-16T01:44:32.614644Z
getChromDepth_sample000_estimateChromDepth_105_chr4_KI270786v1_alt		complete	0	2026-04-16T01:44:13.174151Z
getChromDepth_sample000_estimateChromDepth_106_chr5_KI270793v1_alt		complete	0	2026-04-16T01:44:39.989189Z
getChromDepth_sample000_estimateChromDepth_107_chr5_KI270792v1_alt		complete	0	2026-04-16T01:43:59.745487Z
getChromDepth_sample000_estimateChromDepth_108_chr5_KI270791v1_alt		complete	0	2026-04-16T01:44:00.909765Z
getChromDepth_sample000_estimateChromDepth_109_chr5_GL383532v1_alt		complete	0	2026-04-16T01:44:23.631312Z
getChromDepth_sample000_estimateChromDepth_110_chr5_GL949742v1_alt		complete	0	2026-04-16T01:44:25.936922Z
getChromDepth_sample000_estimateChromDepth_111_chr5_KI270794v1_alt		complete	0	2026-04-16T01:44:28.792139Z
getChromDepth_sample000_estimateChromDepth_112_chr5_GL339449v2_alt		complete	0	2026-04-16T01:43:43.708380Z
getChromDepth_sample000_estimateChromDepth_113_chr5_GL383530v1_alt		complete	0	2026-04-16T01:44:31.504167Z
getChromDepth_sample000_estimateChromDepth_114_chr5_KI270796v1_alt		complete	0	2026-04-16T01:44:29.665440Z
getChromDepth_sample000_estimateChromDepth_115_chr5_GL383531v1_alt		complete	0	2026-04-16T01:43:59.178567Z
getChromDepth_sample000_estimateChromDepth_116_chr5_KI270795v1_alt		complete	0	2026-04-16T01:44:12.461150Z
getChromDepth_sample000_estimateChromDepth_117_chr6_GL000250v2_alt		complete	0	2026-04-16T01:44:17.765885Z
getChromDepth_sample000_estimateChromDepth_118_chr6_KI270800v1_alt		complete	0	2026-04-16T01:44:28.647548Z
getChromDepth_sample000_estimateChromDepth_119_chr6_KI270799v1_alt		complete	0	2026-04-16T01:44:17.978246Z
getChromDepth_sample000_estimateChromDepth_120_chr6_GL383533v1_alt		complete	0	2026-04-16T01:44:22.285742Z
getChromDepth_sample000_estimateChromDepth_121_chr6_KI270801v1_alt		complete	0	2026-04-16T01:44:26.359733Z
getChromDepth_sample000_estimateChromDepth_122_chr6_KI270802v1_alt		complete	0	2026-04-16T01:44:30.782812Z
getChromDepth_sample000_estimateChromDepth_123_chr6_KB021644v2_alt		complete	0	2026-04-16T01:44:38.858472Z
getChromDepth_sample000_estimateChromDepth_124_chr6_KI270797v1_alt		complete	0	2026-04-16T01:44:26.508332Z
getChromDepth_sample000_estimateChromDepth_125_chr6_KI270798v1_alt		complete	0	2026-04-16T01:44:32.830493Z
getChromDepth_sample000_estimateChromDepth_126_chr7_KI270804v1_alt		complete	0	2026-04-16T01:44:18.330922Z
getChromDepth_sample000_estimateChromDepth_127_chr7_KI270809v1_alt		complete	0	2026-04-16T01:43:55.624171Z
getChromDepth_sample000_estimateChromDepth_128_chr7_KI270806v1_alt		complete	0	2026-04-16T01:44:36.879471Z
getChromDepth_sample000_estimateChromDepth_129_chr7_GL383534v2_alt		complete	0	2026-04-16T01:44:30.811259Z
getChromDepth_sample000_estimateChromDepth_130_chr7_KI270803v1_alt		complete	0	2026-04-16T01:44:32.691459Z
getChromDepth_sample000_estimateChromDepth_131_chr7_KI270808v1_alt		complete	0	2026-04-16T01:44:25.937226Z
getChromDepth_sample000_estimateChromDepth_132_chr7_KI270807v1_alt		complete	0	2026-04-16T01:43:51.118740Z
getChromDepth_sample000_estimateChromDepth_133_chr7_KI270805v1_alt		complete	0	2026-04-16T01:44:39.450409Z
getChromDepth_sample000_estimateChromDepth_134_chr8_KI270818v1_alt		complete	0	2026-04-16T01:44:35.839356Z
getChromDepth_sample000_estimateChromDepth_135_chr8_KI270812v1_alt		complete	0	2026-04-16T01:44:31.739060Z
getChromDepth_sample000_estimateChromDepth_136_chr8_KI270811v1_alt		complete	0	2026-04-16T01:44:19.566774Z
getChromDepth_sample000_estimateChromDepth_137_chr8_KI270821v1_alt		complete	0	2026-04-16T01:44:23.678999Z
getChromDepth_sample000_estimateChromDepth_138_chr8_KI270813v1_alt		complete	0	2026-04-16T01:44:22.442159Z
getChromDepth_sample000_estimateChromDepth_139_chr8_KI270822v1_alt		complete	0	2026-04-16T01:44:28.613091Z
getChromDepth_sample000_estimateChromDepth_140_chr8_KI270814v1_alt		complete	0	2026-04-16T01:44:20.623894Z
getChromDepth_sample000_estimateChromDepth_141_chr8_KI270810v1_alt		complete	0	2026-04-16T01:44:31.180734Z
getChromDepth_sample000_estimateChromDepth_142_chr8_KI270819v1_alt_to_143_chr8_KI270820v1_alt		complete	0	2026-04-16T01:44:40.177035Z
getChromDepth_sample000_estimateChromDepth_144_chr8_KI270817v1_alt		complete	0	2026-04-16T01:43:51.794356Z
getChromDepth_sample000_estimateChromDepth_145_chr8_KI270816v1_alt		complete	0	2026-04-16T01:44:25.409263Z
getChromDepth_sample000_estimateChromDepth_146_chr8_KI270815v1_alt		complete	0	2026-04-16T01:43:55.834549Z
getChromDepth_sample000_estimateChromDepth_147_chr9_GL383539v1_alt		complete	0	2026-04-16T01:44:37.733553Z
getChromDepth_sample000_estimateChromDepth_148_chr9_GL383540v1_alt		complete	0	2026-04-16T01:44:13.730485Z
getChromDepth_sample000_estimateChromDepth_149_chr9_GL383541v1_alt		complete	0	2026-04-16T01:44:40.685467Z
getChromDepth_sample000_estimateChromDepth_150_chr9_GL383542v1_alt		complete	0	2026-04-16T01:43:59.592524Z
getChromDepth_sample000_estimateChromDepth_151_chr9_KI270823v1_alt		complete	0	2026-04-16T01:44:23.517607Z
getChromDepth_sample000_estimateChromDepth_152_chr10_GL383545v1_alt		complete	0	2026-04-16T01:44:26.133526Z
getChromDepth_sample000_estimateChromDepth_153_chr10_KI270824v1_alt		complete	0	2026-04-16T01:44:27.328281Z
getChromDepth_sample000_estimateChromDepth_154_chr10_GL383546v1_alt		complete	0	2026-04-16T01:44:21.889444Z
getChromDepth_sample000_estimateChromDepth_155_chr10_KI270825v1_alt		complete	0	2026-04-16T01:44:32.051099Z
getChromDepth_sample000_estimateChromDepth_156_chr11_KI270832v1_alt		complete	0	2026-04-16T01:44:19.021623Z
getChromDepth_sample000_estimateChromDepth_157_chr11_KI270830v1_alt		complete	0	2026-04-16T01:44:19.769638Z
getChromDepth_sample000_estimateChromDepth_158_chr11_KI270831v1_alt		complete	0	2026-04-16T01:44:23.995158Z
getChromDepth_sample000_estimateChromDepth_159_chr11_KI270829v1_alt		complete	0	2026-04-16T01:44:20.127951Z
getChromDepth_sample000_estimateChromDepth_160_chr11_GL383547v1_alt		complete	0	2026-04-16T01:44:29.303522Z
getChromDepth_sample000_estimateChromDepth_161_chr11_JH159136v1_alt		complete	0	2026-04-16T01:44:21.817311Z
getChromDepth_sample000_estimateChromDepth_162_chr11_JH159137v1_alt		complete	0	2026-04-16T01:44:19.925703Z
getChromDepth_sample000_estimateChromDepth_163_chr11_KI270827v1_alt		complete	0	2026-04-16T01:44:25.409059Z
getChromDepth_sample000_estimateChromDepth_164_chr11_KI270826v1_alt		complete	0	2026-04-16T01:44:19.925510Z
getChromDepth_sample000_estimateChromDepth_165_chr12_GL877875v1_alt		complete	0	2026-04-16T01:44:23.915277Z
getChromDepth_sample000_estimateChromDepth_166_chr12_GL877876v1_alt		complete	0	2026-04-16T01:44:26.916571Z
getChromDepth_sample000_estimateChromDepth_167_chr12_KI270837v1_alt_to_168_chr12_GL383549v1_alt		complete	0	2026-04-16T01:44:28.960014Z
getChromDepth_sample000_estimateChromDepth_169_chr12_KI270835v1_alt		complete	0	2026-04-16T01:43:49.179257Z
getChromDepth_sample000_estimateChromDepth_170_chr12_GL383550v2_alt		complete	0	2026-04-16T01:44:04.836082Z
getChromDepth_sample000_estimateChromDepth_171_chr12_GL383552v1_alt		complete	0	2026-04-16T01:43:59.592763Z
getChromDepth_sample000_estimateChromDepth_172_chr12_GL383553v2_alt		complete	0	2026-04-16T01:44:31.255271Z
getChromDepth_sample000_estimateChromDepth_173_chr12_KI270834v1_alt		complete	0	2026-04-16T01:44:39.450230Z
getChromDepth_sample000_estimateChromDepth_174_chr12_GL383551v1_alt		complete	0	2026-04-16T01:44:28.341579Z
getChromDepth_sample000_estimateChromDepth_175_chr12_KI270833v1_alt_to_176_chr12_KI270836v1_alt		complete	0	2026-04-16T01:44:14.291490Z
getChromDepth_sample000_estimateChromDepth_177_chr13_KI270840v1_alt		complete	0	2026-04-16T01:44:38.721709Z
getChromDepth_sample000_estimateChromDepth_178_chr13_KI270839v1_alt		complete	0	2026-04-16T01:44:35.692393Z
getChromDepth_sample000_estimateChromDepth_179_chr13_KI270843v1_alt		complete	0	2026-04-16T01:44:34.541778Z
getChromDepth_sample000_estimateChromDepth_180_chr13_KI270841v1_alt		complete	0	2026-04-16T01:44:07.849737Z
getChromDepth_sample000_estimateChromDepth_181_chr13_KI270838v1_alt		complete	0	2026-04-16T01:44:08.833008Z
getChromDepth_sample000_estimateChromDepth_182_chr13_KI270842v1_alt		complete	0	2026-04-16T01:44:09.773570Z
getChromDepth_sample000_estimateChromDepth_183_chr14_KI270844v1_alt		complete	0	2026-04-16T01:43:58.013724Z
getChromDepth_sample000_estimateChromDepth_184_chr14_KI270847v1_alt		complete	0	2026-04-16T01:44:14.361473Z
getChromDepth_sample000_estimateChromDepth_185_chr14_KI270845v1_alt		complete	0	2026-04-16T01:44:12.820262Z
getChromDepth_sample000_estimateChromDepth_186_chr14_KI270846v1_alt		complete	0	2026-04-16T01:44:32.241886Z
getChromDepth_sample000_estimateChromDepth_187_chr15_KI270852v1_alt		complete	0	2026-04-16T01:44:08.060010Z
getChromDepth_sample000_estimateChromDepth_188_chr15_KI270851v1_alt		complete	0	2026-04-16T01:43:49.811874Z
getChromDepth_sample000_estimateChromDepth_189_chr15_KI270848v1_alt		complete	0	2026-04-16T01:43:56.609885Z
getChromDepth_sample000_estimateChromDepth_190_chr15_GL383554v1_alt		complete	0	2026-04-16T01:43:55.834775Z
getChromDepth_sample000_estimateChromDepth_191_chr15_KI270849v1_alt		complete	0	2026-04-16T01:44:14.461878Z
getChromDepth_sample000_estimateChromDepth_192_chr15_GL383555v2_alt		complete	0	2026-04-16T01:44:05.699158Z
getChromDepth_sample000_estimateChromDepth_193_chr15_KI270850v1_alt		complete	0	2026-04-16T01:44:39.251027Z
getChromDepth_sample000_estimateChromDepth_194_chr16_KI270854v1_alt_to_195_chr16_KI270856v1_alt		complete	0	2026-04-16T01:44:06.886214Z
getChromDepth_sample000_estimateChromDepth_196_chr16_KI270855v1_alt		complete	0	2026-04-16T01:43:56.047773Z
getChromDepth_sample000_estimateChromDepth_197_chr16_KI270853v1_alt		complete	0	2026-04-16T01:43:57.027884Z
getChromDepth_sample000_estimateChromDepth_198_chr16_GL383556v1_alt		complete	0	2026-04-16T01:44:04.586004Z
getChromDepth_sample000_estimateChromDepth_199_chr16_GL383557v1_alt		complete	0	2026-04-16T01:44:15.002563Z
getChromDepth_sample000_estimateChromDepth_200_chr17_GL383563v3_alt		complete	0	2026-04-16T01:44:16.654878Z
getChromDepth_sample000_estimateChromDepth_201_chr17_KI270862v1_alt		complete	0	2026-04-16T01:44:32.442590Z
getChromDepth_sample000_estimateChromDepth_202_chr17_KI270861v1_alt		complete	0	2026-04-16T01:44:35.544409Z
getChromDepth_sample000_estimateChromDepth_203_chr17_KI270857v1_alt		complete	0	2026-04-16T01:44:35.141943Z
getChromDepth_sample000_estimateChromDepth_204_chr17_JH159146v1_alt		complete	0	2026-04-16T01:44:04.003372Z
getChromDepth_sample000_estimateChromDepth_205_chr17_JH159147v1_alt		complete	0	2026-04-16T01:44:30.889811Z
getChromDepth_sample000_estimateChromDepth_206_chr17_GL383564v2_alt		complete	0	2026-04-16T01:44:21.443898Z
getChromDepth_sample000_estimateChromDepth_207_chr17_GL000258v2_alt		complete	0	2026-04-16T01:44:41.380166Z
getChromDepth_sample000_estimateChromDepth_208_chr17_GL383565v1_alt		complete	0	2026-04-16T01:44:16.156057Z
getChromDepth_sample000_estimateChromDepth_209_chr17_KI270858v1_alt		complete	0	2026-04-16T01:44:07.638348Z
getChromDepth_sample000_estimateChromDepth_210_chr17_KI270859v1_alt_to_211_chr17_GL383566v1_alt		complete	0	2026-04-16T01:44:08.667638Z
getChromDepth_sample000_estimateChromDepth_212_chr17_KI270860v1_alt		complete	0	2026-04-16T01:43:57.190042Z
getChromDepth_sample000_estimateChromDepth_213_chr18_KI270864v1_alt		complete	0	2026-04-16T01:44:12.976362Z
getChromDepth_sample000_estimateChromDepth_214_chr18_GL383567v1_alt		complete	0	2026-04-16T01:44:04.213191Z
getChromDepth_sample000_estimateChromDepth_215_chr18_GL383570v1_alt		complete	0	2026-04-16T01:44:16.505431Z
getChromDepth_sample000_estimateChromDepth_216_chr18_GL383571v1_alt		complete	0	2026-04-16T01:44:17.285659Z
getChromDepth_sample000_estimateChromDepth_217_chr18_GL383568v1_alt		complete	0	2026-04-16T01:44:19.413051Z
getChromDepth_sample000_estimateChromDepth_218_chr18_GL383569v1_alt		complete	0	2026-04-16T01:44:08.428453Z
getChromDepth_sample000_estimateChromDepth_219_chr18_GL383572v1_alt		complete	0	2026-04-16T01:44:26.737284Z
getChromDepth_sample000_estimateChromDepth_220_chr18_KI270863v1_alt		complete	0	2026-04-16T01:44:28.987990Z
getChromDepth_sample000_estimateChromDepth_221_chr19_KI270868v1_alt_to_222_chr19_KI270865v1_alt		complete	0	2026-04-16T01:44:18.141768Z
getChromDepth_sample000_estimateChromDepth_223_chr19_GL383573v1_alt		complete	0	2026-04-16T01:44:27.726119Z
getChromDepth_sample000_estimateChromDepth_224_chr19_GL383575v2_alt		complete	0	2026-04-16T01:44:15.979774Z
getChromDepth_sample000_estimateChromDepth_225_chr19_GL383576v1_alt		complete	0	2026-04-16T01:44:07.468937Z
getChromDepth_sample000_estimateChromDepth_226_chr19_GL383574v1_alt_to_227_chr19_KI270866v1_alt		complete	0	2026-04-16T01:44:08.468312Z
getChromDepth_sample000_estimateChromDepth_228_chr19_KI270867v1_alt		complete	0	2026-04-16T01:44:26.819968Z
getChromDepth_sample000_estimateChromDepth_229_chr19_GL949746v1_alt		complete	0	2026-04-16T01:44:13.014106Z
getChromDepth_sample000_estimateChromDepth_230_chr20_GL383577v2_alt		complete	0	2026-04-16T01:44:13.938870Z
getChromDepth_sample000_estimateChromDepth_231_chr20_KI270869v1_alt_to_232_chr20_KI270871v1_alt		complete	0	2026-04-16T01:44:16.318511Z
getChromDepth_sample000_estimateChromDepth_233_chr20_KI270870v1_alt		complete	0	2026-04-16T01:44:16.878595Z
getChromDepth_sample000_estimateChromDepth_234_chr21_GL383578v2_alt		complete	0	2026-04-16T01:43:49.496612Z
getChromDepth_sample000_estimateChromDepth_235_chr21_KI270874v1_alt		complete	0	2026-04-16T01:43:57.393465Z
getChromDepth_sample000_estimateChromDepth_236_chr21_KI270873v1_alt		complete	0	2026-04-16T01:44:08.994364Z
getChromDepth_sample000_estimateChromDepth_237_chr21_GL383579v2_alt		complete	0	2026-04-16T01:44:21.984858Z
getChromDepth_sample000_estimateChromDepth_238_chr21_GL383580v2_alt_to_239_chr21_GL383581v2_alt		complete	0	2026-04-16T01:44:22.675177Z
getChromDepth_sample000_estimateChromDepth_240_chr21_KI270872v1_alt		complete	0	2026-04-16T01:44:39.989349Z
getChromDepth_sample000_estimateChromDepth_241_chr22_KI270875v1_alt		complete	0	2026-04-16T01:43:59.792127Z
getChromDepth_sample000_estimateChromDepth_242_chr22_KI270878v1_alt		complete	0	2026-04-16T01:44:13.331150Z
getChromDepth_sample000_estimateChromDepth_243_chr22_KI270879v1_alt		complete	0	2026-04-16T01:44:26.325758Z
getChromDepth_sample000_estimateChromDepth_244_chr22_KI270876v1_alt		complete	0	2026-04-16T01:44:16.155682Z
getChromDepth_sample000_estimateChromDepth_245_chr22_KI270877v1_alt_to_246_chr22_GL383583v2_alt		complete	0	2026-04-16T01:44:18.331072Z
getChromDepth_sample000_estimateChromDepth_247_chr22_GL383582v2_alt		complete	0	2026-04-16T01:44:31.702502Z
